1,0.000300665,0.000460731,0.000300665,0.001657827,0.000300665,0.000196209,0.000128043,2.32E-05,6.98E-09,0.000460731,1.79E-06,4.93E-12,6.98E-09,0.001081871,0.000300665,1.17E-06,0.000196209,0.000300665,0.000300665,0.000196209,0.000128043,0.002540407,2.48E-13,3.56E-05,0.001657827,0.000706011,0.002540407,0.000128043,1.17E-06,0.001657827,0.002540407,3.56E-05,2.75E-06,0.001657827,0.000128043,1.52E-05,0.000300665,6.45E-06,0.002540407,8.36E-05,0.000300665,0.001081871,0.002540407,0.002540407,0.000196209,1.94E-09,0.000300665,0.000706011,0.001081871,0.001081871,0.001657827,0.000460731,0.000460731,0.002540407,0.000300665,5.45E-05,0.000706011,0.002540407,0.000128043,0.000706011,0.002540407,0.000300665,0.000128043,0.001657827,0.001657827,0.001657827,1.52E-05,0.002540407,0.000128043,4.21E-06,0.002540407,0.002540407,0.002540407,0.000706011,0.000460731,0.000460731,0.002540407,0.000300665,0.001081871,0.002540407,0.000460731,8.36E-05,0.001081871,0.002540407,0.002540407,0.002540407,0.002540407,0.001657827,0.002540407,0.002540407,0.002540407,0.002540407
3.56E-05,0.000706011,0.001081871,0.000706011,0.003892849,0.000706011,0.000460731,0.000300665,5.45E-05,1.64E-08,0.001081871,4.21E-06,1.16E-11,1.64E-08,0.002540407,0.000706011,2.75E-06,0.000460731,0.000706011,0.000706011,0.000460731,0.000300665,0.00596529,5.83E-13,1,0.003892849,0.001657827,0.00596529,0.000300665,2.75E-06,0.003892849,0.00596529,8.36E-05,6.45E-06,0.003892849,0.000300665,3.56E-05,0.000706011,1.52E-05,0.00596529,0.000196209,0.000706011,0.002540407,0.00596529,0.00596529,0.000460731,4.56E-09,0.000706011,0.001657827,0.002540407,0.002540407,0.003892849,0.001081871,0.001081871,0.00596529,0.000706011,0.000128043,0.001657827,0.00596529,0.000300665,0.001657827,0.00596529,0.000706011,0.000300665,0.003892849,0.003892849,0.003892849,3.56E-05,0.00596529,0.000300665,9.89E-06,0.00596529,0.00596529,0.00596529,0.001657827,0.001081871,0.001081871,0.00596529,0.000706011,0.002540407,0.00596529,0.001081871,0.000196209,0.002540407,0.00596529,0.00596529,0.00596529,0.00596529,0.003892849,0.00596529,0.00596529,0.00596529,0.00596529
0.001657827,0.032891814,0.050402475,0.032891814,0.181360983,0.032891814,0.021464644,0.014007468,0.002540407,7.64E-07,0.050402475,0.000196209,5.39E-10,7.64E-07,0.118353151,0.032891814,0.000128043,0.021464644,0.032891814,0.032891814,0.021464644,0.014007468,0.277912381,6.38E-11,0.003892849,1,0.077235273,0.277912381,0.014007468,0.000128043,0.181360983,0.277912381,0.003892849,0.000300665,0.181360983,0.014007468,0.001657827,0.032891814,0.000706011,0.277912381,0.009141036,0.032891814,0.118353151,0.277912381,0.277912381,0.021464644,2.12E-07,0.032891814,0.077235273,0.118353151,0.118353151,0.181360983,0.050402475,0.050402475,0.277912381,0.032891814,0.00596529,0.077235273,0.277912381,0.014007468,0.077235273,0.277912381,0.032891814,0.014007468,0.181360983,0.181360983,0.181360983,0.001657827,0.277912381,0.014007468,0.000460731,0.277912381,0.277912381,0.277912381,0.077235273,0.050402475,0.050402475,0.277912381,0.032891814,0.118353151,0.277912381,0.050402475,0.009141036,0.118353151,0.277912381,0.277912381,0.277912381,0.277912381,0.181360983,0.277912381,0.277912381,0.277912381,0.277912381
0.000706011,0.014007468,0.021464644,0.014007468,0.077235273,0.014007468,0.009141036,0.00596529,0.001081871,3.25E-07,0.021464644,8.36E-05,2.30E-10,3.25E-07,0.050402475,0.014007468,5.45E-05,0.009141036,0.014007468,0.014007468,0.009141036,0.00596529,0.118353151,1.16E-11,0.001657827,0.077235273,1,0.118353151,0.00596529,5.45E-05,0.077235273,0.118353151,0.001657827,0.000128043,0.077235273,0.00596529,0.000706011,0.014007468,0.000300665,0.118353151,0.003892849,0.014007468,0.050402475,0.118353151,0.118353151,0.009141036,9.04E-08,0.014007468,0.032891814,0.050402475,0.050402475,0.077235273,0.021464644,0.021464644,0.118353151,0.014007468,0.002540407,0.032891814,0.118353151,0.00596529,0.032891814,0.118353151,0.014007468,0.00596529,0.077235273,0.077235273,0.077235273,0.000706011,0.118353151,0.00596529,0.000196209,0.118353151,0.118353151,0.118353151,0.032891814,0.021464644,0.021464644,0.118353151,0.014007468,0.050402475,0.118353151,0.021464644,0.003892849,0.050402475,0.118353151,0.118353151,0.118353151,0.118353151,0.077235273,0.118353151,0.118353151,0.118353151,0.118353151
0.002540407,0.050402475,0.077235273,0.050402475,0.277912381,0.050402475,0.032891814,0.021464644,0.003892849,1.17E-06,0.077235273,0.000300665,8.26E-10,1.17E-06,0.181360983,0.050402475,0.000460731,0.032891814,0.050402475,0.050402475,0.032891814,0.021464644,0.425865007,4.16E-11,0.00596529,0.277912381,0.118353151,1,0.021464644,0.000196209,0.277912381,0.425865007,0.00596529,0.000460731,0.277912381,0.021464644,0.002540407,0.050402475,0.001081871,0.425865007,0.014007468,0.050402475,0.181360983,1,0.425865007,0.032891814,3.25E-07,0.050402475,0.118353151,0.181360983,0.181360983,0.277912381,0.077235273,0.077235273,0.425865007,0.050402475,0.009141036,0.118353151,0.425865007,0.021464644,0.118353151,0.425865007,0.050402475,0.021464644,0.277912381,0.277912381,0.277912381,0.002540407,0.425865007,0.021464644,0.000706011,0.425865007,0.425865007,0.425865007,0.118353151,0.077235273,0.077235273,0.425865007,0.050402475,0.181360983,0.425865007,0.077235273,0.014007468,0.181360983,0.425865007,0.425865007,0.425865007,0.425865007,0.277912381,0.425865007,0.425865007,0.425865007,0.425865007
0.000128043,0.002540407,0.003892849,0.002540407,0.014007468,0.002540407,0.001657827,0.001081871,0.000460731,5.90E-08,0.003892849,1.52E-05,9.78E-11,1.39E-07,0.009141036,0.002540407,9.89E-06,0.001657827,0.002540407,0.002540407,0.001657827,0.001081871,0.021464644,2.10E-12,0.000300665,0.014007468,0.00596529,0.021464644,1,9.89E-06,0.014007468,0.021464644,0.000300665,2.32E-05,0.014007468,0.001081871,0.000128043,0.002540407,5.45E-05,0.021464644,0.000706011,0.002540407,0.009141036,0.021464644,0.021464644,0.001657827,1.64E-08,0.002540407,0.00596529,0.009141036,0.009141036,0.014007468,0.003892849,0.003892849,0.021464644,0.002540407,0.000460731,0.00596529,0.021464644,0.001081871,0.00596529,0.021464644,0.002540407,0.001081871,0.014007468,0.014007468,0.014007468,0.000128043,0.021464644,0.001081871,3.56E-05,0.021464644,0.021464644,0.021464644,0.00596529,0.003892849,0.003892849,0.021464644,0.002540407,0.009141036,0.021464644,0.003892849,0.000706011,0.009141036,0.021464644,0.021464644,0.021464644,0.021464644,0.014007468,0.021464644,0.021464644,0.021464644,0.021464644
1.17E-06,2.32E-05,3.56E-05,0.000128043,0.000128043,2.32E-05,1.52E-05,9.89E-06,4.21E-06,5.39E-10,3.56E-05,1.39E-07,8.94E-13,5.39E-10,8.36E-05,2.32E-05,9.04E-08,1.52E-05,2.32E-05,2.32E-05,1.52E-05,9.89E-06,0.000196209,4.51E-14,2.75E-06,0.000128043,5.45E-05,0.000196209,9.89E-06,1,0.000128043,0.000196209,2.75E-06,2.12E-07,0.000128043,9.89E-06,1.17E-06,2.32E-05,4.98E-07,0.000196209,6.45E-06,2.32E-05,8.36E-05,0.000196209,0.000196209,1.52E-05,1.50E-10,2.32E-05,5.45E-05,8.36E-05,8.36E-05,0.000128043,3.56E-05,3.56E-05,0.000196209,2.32E-05,4.21E-06,5.45E-05,0.000196209,9.89E-06,5.45E-05,0.000196209,2.32E-05,9.89E-06,0.000128043,0.000128043,0.000128043,1.17E-06,0.000196209,9.89E-06,3.25E-07,0.000196209,0.000196209,0.000196209,5.45E-05,3.56E-05,3.56E-05,0.000196209,2.32E-05,8.36E-05,0.000196209,3.56E-05,6.45E-06,8.36E-05,0.000196209,0.000196209,0.000196209,0.000196209,0.000128043,0.000196209,0.000196209,0.000196209,0.000196209
0.001657827,0.032891814,0.050402475,0.032891814,0.181360983,0.032891814,0.021464644,0.014007468,0.002540407,7.64E-07,0.050402475,0.000196209,5.39E-10,7.64E-07,0.118353151,0.032891814,0.000128043,0.021464644,0.032891814,0.032891814,0.021464644,0.014007468,0.277912381,2.72E-11,0.003892849,0.181360983,0.077235273,0.277912381,0.014007468,0.000128043,1,0.277912381,0.003892849,0.000300665,0.181360983,0.014007468,0.001657827,0.032891814,0.000706011,0.277912381,0.009141036,0.032891814,0.118353151,0.277912381,0.277912381,0.021464644,2.12E-07,0.032891814,0.077235273,0.118353151,0.118353151,0.181360983,0.050402475,0.050402475,0.277912381,0.032891814,0.00596529,0.077235273,0.277912381,0.014007468,0.077235273,0.277912381,0.032891814,0.014007468,0.181360983,0.181360983,0.181360983,0.001657827,0.277912381,0.014007468,0.000460731,0.277912381,0.277912381,0.277912381,0.077235273,0.050402475,0.050402475,0.277912381,0.032891814,0.118353151,0.277912381,0.050402475,0.009141036,0.118353151,0.277912381,0.277912381,0.277912381,0.277912381,0.181360983,0.277912381,0.277912381,0.277912381,0.277912381
0.002540407,0.050402475,0.077235273,0.050402475,0.277912381,0.050402475,0.032891814,0.021464644,0.003892849,2.75E-06,0.077235273,0.000300665,8.26E-10,2.75E-06,0.181360983,0.050402475,0.000460731,0.032891814,0.050402475,0.050402475,0.032891814,0.021464644,0.425865007,9.78E-11,0.00596529,0.277912381,0.118353151,0.425865007,0.021464644,0.000196209,0.277912381,1,0.00596529,0.000460731,0.277912381,0.021464644,0.002540407,0.050402475,0.001081871,0.425865007,0.014007468,0.050402475,0.181360983,0.425865007,0.425865007,0.032891814,3.25E-07,0.050402475,0.118353151,0.181360983,0.181360983,0.277912381,0.077235273,0.077235273,0.425865007,0.050402475,0.009141036,0.118353151,0.425865007,0.021464644,0.118353151,0.425865007,0.050402475,0.021464644,0.277912381,0.277912381,0.277912381,0.002540407,0.425865007,0.021464644,0.000706011,0.425865007,0.425865007,0.425865007,0.118353151,0.077235273,0.077235273,0.425865007,0.050402475,0.181360983,0.425865007,0.077235273,0.014007468,0.181360983,0.425865007,0.425865007,0.425865007,0.425865007,0.277912381,0.425865007,0.425865007,0.425865007,0.425865007
3.56E-05,0.000706011,0.001081871,0.000706011,0.003892849,0.000706011,0.000460731,0.000300665,5.45E-05,1.64E-08,0.001081871,4.21E-06,1.16E-11,1.64E-08,0.002540407,0.000706011,2.75E-06,0.000460731,0.000706011,0.000706011,0.000460731,0.000300665,0.00596529,5.83E-13,8.36E-05,0.003892849,0.001657827,0.00596529,0.000300665,2.75E-06,0.003892849,0.00596529,1,6.45E-06,0.003892849,0.000300665,3.56E-05,0.000706011,1.52E-05,0.00596529,0.000196209,0.000706011,0.002540407,0.00596529,0.00596529,0.000460731,4.56E-09,0.000706011,0.001657827,0.002540407,0.002540407,0.003892849,0.001081871,0.001081871,0.00596529,0.000706011,0.000128043,0.001657827,0.00596529,0.000300665,0.001657827,0.00596529,0.000706011,0.000300665,0.003892849,0.003892849,0.003892849,3.56E-05,0.00596529,0.000300665,9.89E-06,0.00596529,0.00596529,0.00596529,0.001657827,0.001081871,0.001081871,0.00596529,0.000706011,0.002540407,0.00596529,0.001081871,0.000196209,0.002540407,0.00596529,0.00596529,0.00596529,0.00596529,0.003892849,0.00596529,0.00596529,0.00596529,0.00596529
2.75E-06,5.45E-05,8.36E-05,5.45E-05,0.000300665,5.45E-05,3.56E-05,2.32E-05,4.21E-06,1.27E-09,8.36E-05,3.25E-07,8.94E-13,1.27E-09,0.000196209,5.45E-05,2.12E-07,3.56E-05,5.45E-05,5.45E-05,3.56E-05,2.32E-05,0.000460731,4.51E-14,6.45E-06,0.000300665,0.000128043,0.000460731,2.32E-05,2.12E-07,0.000300665,0.000460731,6.45E-06,1,0.000300665,2.32E-05,2.75E-06,5.45E-05,1.17E-06,0.000460731,1.52E-05,5.45E-05,0.000196209,0.000460731,0.000460731,3.56E-05,3.52E-10,5.45E-05,0.000128043,0.000196209,0.000196209,0.000300665,8.36E-05,8.36E-05,0.000460731,5.45E-05,9.89E-06,0.000128043,0.000460731,2.32E-05,0.000128043,0.000460731,5.45E-05,2.32E-05,0.000300665,0.000300665,0.000300665,2.75E-06,0.000460731,2.32E-05,7.64E-07,0.000460731,0.000460731,0.000460731,0.000128043,8.36E-05,8.36E-05,0.000460731,5.45E-05,0.000196209,0.000460731,8.36E-05,1.52E-05,0.000196209,0.000460731,0.000460731,0.000460731,0.000460731,0.000300665,0.000460731,0.000460731,0.000460731,0.000460731
0.001657827,0.032891814,0.050402475,0.032891814,0.181360983,0.032891814,0.021464644,0.014007468,0.002540407,7.64E-07,0.050402475,0.000196209,5.39E-10,7.64E-07,0.118353151,0.032891814,0.000128043,0.021464644,0.032891814,0.032891814,0.021464644,0.014007468,0.277912381,2.72E-11,0.003892849,0.181360983,0.077235273,0.277912381,0.014007468,0.000128043,0.181360983,0.277912381,0.003892849,0.000300665,1,0.014007468,0.001657827,0.032891814,0.000706011,0.277912381,0.009141036,0.032891814,0.118353151,0.277912381,0.277912381,0.021464644,2.12E-07,0.032891814,0.077235273,0.118353151,0.118353151,0.181360983,0.050402475,0.050402475,0.277912381,0.032891814,0.00596529,0.077235273,0.277912381,0.014007468,0.077235273,0.277912381,0.032891814,0.014007468,0.181360983,0.181360983,0.181360983,0.001657827,0.277912381,0.014007468,0.000460731,0.277912381,0.277912381,0.277912381,0.077235273,0.050402475,0.050402475,0.277912381,0.032891814,0.118353151,0.277912381,0.050402475,0.009141036,0.118353151,0.277912381,0.277912381,0.277912381,0.277912381,0.181360983,0.277912381,0.277912381,0.277912381,0.277912381
0.000128043,0.002540407,0.003892849,0.002540407,0.014007468,0.002540407,0.001657827,0.001081871,0.000196209,5.90E-08,0.003892849,1.52E-05,4.16E-11,5.90E-08,0.009141036,0.002540407,9.89E-06,0.001657827,0.002540407,0.002540407,0.001657827,0.001081871,0.021464644,2.10E-12,0.000300665,0.014007468,0.00596529,0.021464644,0.001081871,9.89E-06,0.014007468,0.021464644,0.000300665,2.32E-05,0.014007468,1,0.000128043,0.002540407,5.45E-05,0.021464644,0.000706011,0.002540407,0.009141036,0.021464644,0.021464644,0.003892849,1.64E-08,0.002540407,0.00596529,0.009141036,0.009141036,0.014007468,0.003892849,0.003892849,0.021464644,0.002540407,0.000460731,0.00596529,0.021464644,0.001081871,0.00596529,0.021464644,0.002540407,0.001081871,0.014007468,0.014007468,0.014007468,0.000128043,0.021464644,0.001081871,3.56E-05,0.021464644,0.021464644,0.021464644,0.00596529,0.003892849,0.003892849,0.021464644,0.002540407,0.009141036,0.021464644,0.003892849,0.000706011,0.009141036,0.021464644,0.021464644,0.021464644,0.021464644,0.014007468,0.021464644,0.021464644,0.021464644,0.021464644
1.52E-05,0.000300665,0.000460731,0.000300665,0.001657827,0.000300665,0.000196209,0.000128043,2.32E-05,6.98E-09,0.000460731,1.79E-06,1.16E-11,6.98E-09,0.001081871,0.000300665,1.17E-06,0.000196209,0.000300665,0.000300665,0.000196209,0.000128043,0.002540407,2.48E-13,3.56E-05,0.001657827,0.000706011,0.002540407,0.000128043,1.17E-06,0.001657827,0.002540407,3.56E-05,2.75E-06,0.001657827,0.000128043,1,0.000300665,6.45E-06,0.002540407,8.36E-05,0.000300665,0.001081871,0.002540407,0.002540407,0.000196209,1.94E-09,0.000300665,0.000706011,0.001081871,0.001081871,0.001657827,0.000460731,0.000460731,0.002540407,0.000300665,5.45E-05,0.000706011,0.002540407,0.000128043,0.000706011,0.002540407,0.000300665,0.000128043,0.001657827,0.001657827,0.001657827,1.52E-05,0.002540407,0.000128043,4.21E-06,0.002540407,0.002540407,0.002540407,0.000706011,0.000460731,0.000460731,0.002540407,0.000300665,0.001081871,0.002540407,0.000460731,8.36E-05,0.001081871,0.002540407,0.002540407,0.002540407,0.002540407,0.001657827,0.002540407,0.002540407,0.002540407,0.002540407
0.000300665,0.00596529,0.009141036,0.00596529,0.032891814,0.00596529,0.003892849,0.002540407,0.000460731,1.39E-07,0.009141036,3.56E-05,9.78E-11,1.39E-07,0.021464644,0.00596529,2.32E-05,0.003892849,0.00596529,0.00596529,0.003892849,0.002540407,0.050402475,4.93E-12,0.000706011,0.032891814,0.014007468,0.050402475,0.002540407,2.32E-05,0.032891814,0.050402475,0.000706011,5.45E-05,0.032891814,0.002540407,0.000300665,1,0.000128043,0.050402475,0.001657827,0.00596529,0.021464644,0.050402475,0.050402475,0.003892849,3.85E-08,0.00596529,0.014007468,0.021464644,0.021464644,0.032891814,0.009141036,0.009141036,0.050402475,0.00596529,0.001081871,0.014007468,0.050402475,0.002540407,0.014007468,0.050402475,0.00596529,0.002540407,0.032891814,0.032891814,0.032891814,0.000300665,0.050402475,0.002540407,8.36E-05,0.050402475,0.050402475,0.050402475,0.014007468,0.009141036,0.009141036,0.050402475,0.00596529,0.021464644,0.050402475,0.009141036,0.001657827,0.021464644,0.050402475,0.050402475,0.050402475,0.050402475,0.032891814,0.050402475,0.050402475,0.050402475,0.050402475
6.45E-06,0.000128043,0.000196209,0.000128043,0.000706011,0.000128043,8.36E-05,5.45E-05,9.89E-06,2.97E-09,0.000196209,7.64E-07,2.10E-12,2.97E-09,0.000460731,0.000128043,4.98E-07,8.36E-05,0.000128043,0.000128043,8.36E-05,5.45E-05,0.001081871,1.06E-13,1.52E-05,0.000706011,0.000300665,0.001081871,5.45E-05,4.98E-07,0.000706011,0.001081871,1.52E-05,1.17E-06,0.000706011,5.45E-05,6.45E-06,0.000128043,1,0.001081871,3.56E-05,0.000128043,0.000460731,0.001081871,0.001081871,8.36E-05,8.26E-10,0.000128043,0.000300665,0.000460731,0.000460731,0.000706011,0.000196209,0.000196209,0.001081871,0.000128043,2.32E-05,0.000300665,0.001081871,5.45E-05,0.000300665,0.001081871,0.000128043,5.45E-05,0.000706011,0.000706011,0.000706011,6.45E-06,0.001081871,5.45E-05,1.79E-06,0.001081871,0.001081871,0.001081871,0.000300665,0.000196209,0.000196209,0.001081871,0.000128043,0.000460731,0.001081871,0.000196209,3.56E-05,0.000460731,0.001081871,0.001081871,0.001081871,0.001081871,0.000706011,0.001081871,0.001081871,0.001081871,0.001081871
0.002540407,0.050402475,0.077235273,0.050402475,0.277912381,0.050402475,0.032891814,0.021464644,0.003892849,1.17E-06,0.077235273,0.000300665,8.26E-10,1.17E-06,0.181360983,0.050402475,0.000196209,0.032891814,0.050402475,0.050402475,0.032891814,0.021464644,0.425865007,4.16E-11,0.00596529,0.277912381,0.118353151,0.425865007,0.021464644,0.000196209,0.277912381,0.425865007,0.00596529,0.000460731,0.277912381,0.021464644,0.002540407,0.050402475,0.001081871,1,0.014007468,0.050402475,0.181360983,0.425865007,0.425865007,0.032891814,3.25E-07,0.050402475,0.118353151,0.181360983,0.181360983,0.277912381,0.077235273,0.077235273,0.425865007,0.050402475,0.009141036,0.118353151,0.425865007,0.021464644,0.118353151,0.425865007,0.050402475,0.021464644,0.277912381,0.277912381,0.277912381,0.002540407,0.425865007,0.021464644,0.000706011,0.425865007,0.425865007,0.425865007,0.118353151,0.077235273,0.077235273,0.425865007,0.050402475,0.181360983,0.425865007,0.077235273,0.014007468,0.181360983,0.425865007,0.425865007,0.425865007,0.425865007,0.277912381,0.425865007,0.425865007,0.425865007,0.425865007
8.36E-05,0.001657827,0.002540407,0.001657827,0.009141036,0.001657827,0.001081871,0.000706011,0.000128043,3.85E-08,0.002540407,9.89E-06,2.72E-11,3.85E-08,0.00596529,0.001657827,6.45E-06,0.001081871,0.001657827,0.001657827,0.001081871,0.000706011,0.014007468,1.37E-12,0.000196209,0.009141036,0.003892849,0.014007468,0.000706011,6.45E-06,0.009141036,0.014007468,0.000196209,1.52E-05,0.009141036,0.000706011,8.36E-05,0.001657827,3.56E-05,0.014007468,1,0.021464644,0.00596529,0.014007468,0.014007468,0.001081871,1.07E-08,0.001657827,0.003892849,0.00596529,0.00596529,0.009141036,0.002540407,0.002540407,0.014007468,0.001657827,0.000300665,0.003892849,0.014007468,0.001657827,0.003892849,0.014007468,0.001657827,0.000706011,0.021464644,0.009141036,0.009141036,8.36E-05,0.014007468,0.000706011,2.32E-05,0.014007468,0.014007468,0.014007468,0.003892849,0.002540407,0.002540407,0.014007468,0.001657827,0.00596529,0.014007468,0.002540407,0.000460731,0.00596529,0.014007468,0.014007468,0.014007468,0.014007468,0.009141036,0.014007468,0.014007468,0.014007468,0.014007468
0.000300665,0.00596529,0.009141036,0.00596529,0.032891814,0.00596529,0.003892849,0.002540407,0.000460731,1.39E-07,0.009141036,3.56E-05,9.78E-11,1.39E-07,0.021464644,0.00596529,2.32E-05,0.003892849,0.00596529,0.00596529,0.003892849,0.002540407,0.050402475,4.93E-12,0.000706011,0.032891814,0.014007468,0.050402475,0.002540407,2.32E-05,0.032891814,0.050402475,0.000706011,5.45E-05,0.032891814,0.002540407,0.000300665,0.00596529,0.000128043,0.050402475,0.021464644,1,0.021464644,0.050402475,0.050402475,0.003892849,3.85E-08,0.00596529,0.014007468,0.021464644,0.021464644,0.032891814,0.009141036,0.009141036,0.050402475,0.00596529,0.001081871,0.014007468,0.050402475,0.002540407,0.014007468,0.050402475,0.00596529,0.002540407,0.032891814,0.032891814,0.032891814,0.000300665,0.050402475,0.002540407,8.36E-05,0.050402475,0.050402475,0.050402475,0.014007468,0.009141036,0.009141036,0.050402475,0.00596529,0.021464644,0.050402475,0.009141036,0.001657827,0.021464644,0.050402475,0.050402475,0.050402475,0.050402475,0.032891814,0.050402475,0.050402475,0.050402475,0.050402475
0.001081871,0.021464644,0.032891814,0.021464644,0.118353151,0.021464644,0.014007468,0.009141036,0.001657827,4.98E-07,0.032891814,0.000128043,3.52E-10,4.98E-07,0.077235273,0.021464644,8.36E-05,0.014007468,0.021464644,0.021464644,0.014007468,0.009141036,0.181360983,1.77E-11,0.002540407,0.118353151,0.050402475,0.181360983,0.009141036,8.36E-05,0.118353151,0.181360983,0.002540407,0.000196209,0.118353151,0.009141036,0.001081871,0.021464644,0.000460731,0.181360983,0.00596529,0.021464644,1,0.181360983,0.181360983,0.014007468,1.39E-07,0.021464644,0.050402475,0.077235273,0.077235273,0.118353151,0.032891814,0.032891814,0.181360983,0.021464644,0.003892849,0.050402475,0.181360983,0.009141036,0.050402475,0.181360983,0.021464644,0.009141036,0.118353151,0.118353151,0.118353151,0.001081871,0.181360983,0.009141036,0.000300665,0.181360983,0.181360983,0.181360983,0.050402475,0.032891814,0.032891814,0.181360983,0.021464644,0.077235273,0.181360983,0.032891814,0.00596529,0.077235273,0.181360983,0.181360983,0.181360983,0.181360983,0.118353151,0.181360983,0.181360983,0.181360983,0.425865007
0.002540407,0.050402475,0.077235273,0.050402475,0.277912381,0.050402475,0.032891814,0.021464644,0.003892849,1.17E-06,0.077235273,0.000300665,8.26E-10,1.17E-06,0.181360983,0.050402475,0.000460731,0.032891814,0.050402475,0.050402475,0.032891814,0.021464644,0.425865007,4.16E-11,0.00596529,0.277912381,0.118353151,1,0.021464644,0.000196209,0.277912381,0.425865007,0.00596529,0.000460731,0.277912381,0.021464644,0.002540407,0.050402475,0.001081871,0.425865007,0.014007468,0.050402475,0.181360983,1,0.425865007,0.032891814,3.25E-07,0.050402475,0.118353151,0.181360983,0.181360983,0.277912381,0.077235273,0.077235273,0.425865007,0.050402475,0.009141036,0.118353151,0.425865007,0.021464644,0.118353151,0.425865007,0.050402475,0.021464644,0.277912381,0.277912381,0.277912381,0.002540407,0.425865007,0.021464644,0.000706011,0.425865007,0.425865007,0.425865007,0.118353151,0.077235273,0.077235273,0.425865007,0.050402475,0.181360983,0.425865007,0.077235273,0.014007468,0.181360983,0.425865007,0.425865007,0.425865007,0.425865007,0.277912381,0.425865007,0.425865007,0.425865007,0.425865007
0.002540407,0.050402475,0.077235273,0.050402475,0.277912381,0.050402475,0.032891814,0.021464644,0.003892849,1.17E-06,0.077235273,0.000300665,8.26E-10,1.17E-06,0.181360983,0.050402475,0.000196209,0.032891814,0.050402475,0.050402475,0.032891814,0.021464644,0.425865007,4.16E-11,0.00596529,0.277912381,0.118353151,0.425865007,0.021464644,0.000196209,0.277912381,0.425865007,0.00596529,0.000460731,0.277912381,0.021464644,0.002540407,0.050402475,0.001081871,0.425865007,0.014007468,0.050402475,0.181360983,0.425865007,1,0.032891814,3.25E-07,0.050402475,0.118353151,0.181360983,0.181360983,0.277912381,0.077235273,0.077235273,0.425865007,0.050402475,0.009141036,0.118353151,0.425865007,0.021464644,0.118353151,0.425865007,0.050402475,0.021464644,0.277912381,0.277912381,0.277912381,0.002540407,0.425865007,0.021464644,0.000706011,0.425865007,0.425865007,0.425865007,0.118353151,0.077235273,0.077235273,0.425865007,0.050402475,0.181360983,0.425865007,0.077235273,0.014007468,0.181360983,0.425865007,0.425865007,0.425865007,0.425865007,0.277912381,0.425865007,0.425865007,0.425865007,0.425865007
0.000196209,0.003892849,0.00596529,0.003892849,0.021464644,0.003892849,0.002540407,0.001657827,0.000300665,9.04E-08,0.00596529,2.32E-05,6.38E-11,9.04E-08,0.014007468,0.003892849,1.52E-05,0.002540407,0.003892849,0.003892849,0.002540407,0.001657827,0.032891814,3.22E-12,0.000460731,0.021464644,0.009141036,0.032891814,0.001657827,1.52E-05,0.021464644,0.032891814,0.000460731,3.56E-05,0.021464644,0.003892849,0.000196209,0.003892849,8.36E-05,0.032891814,0.001081871,0.003892849,0.014007468,0.032891814,0.032891814,1,2.51E-08,0.003892849,0.009141036,0.014007468,0.014007468,0.021464644,0.00596529,0.00596529,0.032891814,0.003892849,0.000706011,0.009141036,0.032891814,0.001657827,0.009141036,0.032891814,0.003892849,0.001657827,0.021464644,0.021464644,0.021464644,0.000196209,0.032891814,0.001657827,5.45E-05,0.032891814,0.032891814,0.032891814,0.009141036,0.00596529,0.00596529,0.032891814,0.003892849,0.014007468,0.032891814,0.00596529,0.001081871,0.014007468,0.032891814,0.032891814,0.032891814,0.032891814,0.021464644,0.032891814,0.032891814,0.032891814,0.032891814
1.94E-09,3.85E-08,5.90E-08,9.04E-08,2.12E-07,3.85E-08,2.51E-08,1.64E-08,2.97E-09,8.94E-13,5.90E-08,5.39E-10,6.31E-16,2.10E-12,1.39E-07,3.85E-08,8.26E-10,2.51E-08,3.85E-08,3.85E-08,2.51E-08,1.64E-08,3.25E-07,3.18E-17,4.56E-09,2.12E-07,9.04E-08,3.25E-07,1.64E-08,1.50E-10,2.12E-07,3.25E-07,4.56E-09,3.52E-10,2.12E-07,1.64E-08,1.94E-09,3.85E-08,8.26E-10,3.25E-07,1.07E-08,3.85E-08,1.39E-07,3.25E-07,3.25E-07,2.51E-08,1,3.85E-08,9.04E-08,1.39E-07,1.39E-07,2.12E-07,5.90E-08,5.90E-08,3.25E-07,3.85E-08,6.98E-09,9.04E-08,3.25E-07,1.64E-08,9.04E-08,3.25E-07,3.85E-08,1.64E-08,2.12E-07,2.12E-07,2.12E-07,1.94E-09,3.25E-07,1.64E-08,5.39E-10,3.25E-07,3.25E-07,3.25E-07,9.04E-08,5.90E-08,5.90E-08,3.25E-07,3.85E-08,1.39E-07,3.25E-07,5.90E-08,1.07E-08,1.39E-07,3.25E-07,3.25E-07,3.25E-07,3.25E-07,2.12E-07,3.25E-07,3.25E-07,3.25E-07,3.25E-07
